,id,issn_l,display_name,host_organization,works_count,cited_by_count,type
81,https://openalex.org/S4210180649,0026-1165,Journal of the Meteorological Society of Japan,https://openalex.org/P4310313579,8632,67699,journal
82,https://openalex.org/S4210171848,0454-1138,Kōbunshi,,8591,9506,journal
83,https://openalex.org/S4210167443,0009-918X,Rinshō shinkeigaku,,8537,14803,journal
84,https://openalex.org/S4210204193,0453-4654,Keisoku Jidō Seigyo Gakkai ronbunshū,,8529,18774,journal
85,https://openalex.org/S4210176241,1346-9843,Circulation journal,https://openalex.org/P4310313287,8416,159753,journal
86,https://openalex.org/S2764775439,0016-7630,Journal of the Geological Society of Japan,https://openalex.org/P4310313579,8413,30858,journal
87,https://openalex.org/S2764501496,0385-4205,The transactions of the Institute of Electrical Engineers of Japan.A,,8377,14677,journal
88,https://openalex.org/S91284046,0913-6339,Ieej Transactions on Industry Applications,https://openalex.org/P4320800591,8316,21950,journal
89,https://openalex.org/S2753665637,0018-1994,Hinyokika kiyo. Acta urologica Japonica,https://openalex.org/P4310313424,8311,11003,journal
90,https://openalex.org/S4210231732,0369-5387,Nippon kagaku zasshi,https://openalex.org/P4310320565,8297,15620,journal
91,https://openalex.org/S4210199999,0453-073X,Kagaku to seibutsu,,8255,8801,journal
92,https://openalex.org/S2764682314,0047-1828,The Nippon journal of angio-cardiology,https://openalex.org/P4310313287,8238,49819,journal
93,https://openalex.org/S4210239091,2433-1546,Kikai Gakkaishi,https://openalex.org/P4310313571,8210,8374,journal
94,https://openalex.org/S2764687680,0388-1601,JAPANESE JOURNAL OF CLINICAL PHARMACOLOGY AND THERAPEUTICS,,8156,9221,journal
95,https://openalex.org/S91170297,0032-3896,Polymer Journal,https://openalex.org/P4310319909,8069,117058,journal
96,https://openalex.org/S2489501747,0916-8524,IEICE Transactions on Electronics,https://openalex.org/P4320800604,7991,27202,journal
97,https://openalex.org/S4210186210,0019-1736,Ika kikaigaku zasshi,,7976,7978,journal
98,https://openalex.org/S4210233820,1348-026X,Keisan Rikigaku Koenkai koen ronbunshu,,7902,7960,journal
99,https://openalex.org/S156890813,0015-5691,Folia Pharmacologica Japonica,https://openalex.org/P4310313602,7883,17785,journal
100,https://openalex.org/S4210237421,0006-808X,Botanical magazine Tokyo,,7882,29883,journal
101,https://openalex.org/S125466547,0941-1291,Surgery Today,https://openalex.org/P4310319900,7856,94875,journal
102,https://openalex.org/S2911945309,0446-6454,Journal of the Japan Veterinary Medical Association,https://openalex.org/P4310313045,7698,9423,journal
103,https://openalex.org/S2765079064,1342-3363,TRENDS IN THE SCIENCES,https://openalex.org/P4320800642,7697,8260,journal
104,https://openalex.org/S88836445,1341-9463,Aij Journal of Technology and Design,https://openalex.org/P4320800580,7635,8967,journal
105,https://openalex.org/S2764770508,0387-1061,Concrete Journal,https://openalex.org/P4320800728,7568,8196,journal
106,https://openalex.org/S2913369733,0917-950X,Japanese Journal of Neurosurgery,https://openalex.org/P4323295655,7562,8237,journal
107,https://openalex.org/S4210178523,0532-8799,Funtai oyobi fummatsu yakin,,7478,15133,journal
108,https://openalex.org/S109884595,0919-9268,Fisheries Science,https://openalex.org/P4310319900,7447,71639,journal
109,https://openalex.org/S152924554,0011-1848,Japanese Journal of Crop Science,https://openalex.org/P4310313565,7361,27629,journal
110,https://openalex.org/S35924701,0021-9592,Journal of Chemical Engineering of Japan,https://openalex.org/P4320800608,7306,74152,journal
111,https://openalex.org/S134892809,0919-8172,International Journal of Urology,https://openalex.org/P4310320503,7228,78644,journal
112,https://openalex.org/S2764359438,0369-4585,Journal of the Crystallographic Society of Japan,,7221,8640,journal
113,https://openalex.org/S4210212029,0366-9297,Denki kagaku oyobi kōgyō butsuri kagaku,,7202,14274,journal
114,https://openalex.org/S170674194,0949-2658,Journal of Orthopaedic Science,https://openalex.org/P4310320990,7181,61781,journal
115,https://openalex.org/S4210197683,0424-7086,Eisei Dobutsu,https://openalex.org/P4310319750,7116,14197,journal
116,https://openalex.org/S114875548,0021-7298,Journal of Information Processing and Management,https://openalex.org/P4320800706,7105,7851,journal
117,https://openalex.org/S4210183571,2424-2756,Kansai Shibu Koenkai koen ronbunshu,https://openalex.org/P4310313571,7006,7047,journal
118,https://openalex.org/S4210171706,0916-0647,Toshi keikaku rombunshū,,6952,7378,journal
119,https://openalex.org/S40303635,0449-3060,Journal of Radiation Research,https://openalex.org/P4310311648,6886,51722,journal
120,https://openalex.org/S4210189288,0021-4787,Yosetsu Gakkai-Shi,,6878,9180,journal
121,https://openalex.org/S25093974,0285-1474,Japanese Journal of Cardiovascular Surgery,https://openalex.org/P4322697542,6866,7301,journal
122,https://openalex.org/S175946340,1347-9032,Cancer Science,https://openalex.org/P4310320503,6832,205319,journal
123,https://openalex.org/S4210176361,0386-9784,Nishi Nihon hifuka,https://openalex.org/P4310313373,6806,8938,journal
124,https://openalex.org/S111447645,0387-0200,The Review of Laser Engineering,https://openalex.org/P4320800637,6775,9188,journal
125,https://openalex.org/S4210190918,0047-1879,Sangyo igaku,https://openalex.org/P4310313174,6670,8329,journal
126,https://openalex.org/S4210194755,0386-2194,"Proceedings of the Japan Academy. Series A, Mathematical sciences",https://openalex.org/P4310319881,6655,34459,journal
127,https://openalex.org/S4210239061,2435-4953,日本薬理学会年会要旨集 =,https://openalex.org/P4310313602,6631,6643,journal
128,https://openalex.org/S4210190098,2424-2993,Dynamics & Design Conference,https://openalex.org/P4310313571,6627,6738,journal
129,https://openalex.org/S86385635,1344-9702,Journal of Health Science,https://openalex.org/P4310313382,6621,23700,journal
130,https://openalex.org/S149902429,0368-2811,Japanese Journal of Clinical Oncology,https://openalex.org/P4310311648,6597,86910,journal
131,https://openalex.org/S1031943433,0301-2603,Neurological Surgery,,6595,12275,journal
132,https://openalex.org/S113878176,0039-906X,Japanese Journal of Physical Fitness and Sports Medicine,https://openalex.org/P4320800712,6592,8604,journal
133,https://openalex.org/S4015767,1346-907X,Nihon Chikusan Gakkaiho,https://openalex.org/P4320800635,6481,10163,journal
134,https://openalex.org/S171266453,1341-8076,Journal of Obstetrics and Gynaecology Research,https://openalex.org/P4310320503,6445,59730,journal
135,https://openalex.org/S2764383705,0369-4194,Journal of the Mining and Metallurgical Institute of Japan,,6415,6954,journal
136,https://openalex.org/S2913450704,0289-1824,Journal of the Robotics Society of Japan,https://openalex.org/P4320800634,6383,17214,journal
137,https://openalex.org/S966087592,0029-0661,Nippon Naibunpi Gakkai Zasshi,https://openalex.org/P4310313267,6376,8055,journal
138,https://openalex.org/S53716629,0451-5994,Journal of Japan Institute of Light Metals,https://openalex.org/P4320800669,6325,16186,journal
139,https://openalex.org/S2765047315,0388-9459,Journal of environmental conservation engineering,https://openalex.org/P4323283779,6224,6533,journal
140,https://openalex.org/S2911331770,0021-4884,Japanese Journal of Allergology,https://openalex.org/P4310320503,6186,10013,journal
141,https://openalex.org/S4210205637,1342-6907,Eizō Jōhō Media Gakkaishi,,6186,7559,journal
142,https://openalex.org/S149171590,0385-5600,Microbiology and Immunology,https://openalex.org/P4310320503,6184,94332,journal
143,https://openalex.org/S2764878546,0386-9628,Japanese Journal of Lung Cancer,,6140,7612,journal
144,https://openalex.org/S4210180478,0300-9173,Nihon Rōnen Igakkai Zasshi,,6085,11309,journal
145,https://openalex.org/S148595626,0388-1350,Journal of Toxicological Sciences,https://openalex.org/P4322697822,6063,35917,journal
146,https://openalex.org/S166412053,0011-4545,Cytologia,https://openalex.org/P4322698148,5981,48378,journal
147,https://openalex.org/S4210218965,0374-3543,Seimitsu kikai,,5933,6796,journal
148,https://openalex.org/S45192162,0925-5710,International Journal of Hematology,https://openalex.org/P4310319900,5931,75275,journal
149,https://openalex.org/S198132698,0915-1869,Journal of The Surface Finishing Society of Japan,https://openalex.org/P4322697819,5899,8860,journal
150,https://openalex.org/S2764792256,0009-9252,Japanese journal of clinical radiology,https://openalex.org/P4310313375,5894,6198,journal
151,https://openalex.org/S118610483,0048-0444,Nippon Ika Daigaku Zasshi,https://openalex.org/P4310320448,5850,7229,journal
152,https://openalex.org/S48710431,0386-216X,Kagaku Kogaku Ronbunshu,https://openalex.org/P4320800608,5759,14705,journal
153,https://openalex.org/S4210228287,2424-2691,Nihon Kikai Gakkai Kanto Shibu Sokai Koenkai koen ronbunshu,https://openalex.org/P4310313571,5717,5733,journal
154,https://openalex.org/S4210226191,1348-0251,Ryutai Kogaku Bumon Koenkai koen ronbunshu,https://openalex.org/P4322614513,5687,5739,journal
155,https://openalex.org/S191655311,1344-3542,Electrochemistry,https://openalex.org/P4323283665,5675,21953,journal
156,https://openalex.org/S2765079158,0009-0255,"Journal of the Ceramic Association, Japan",https://openalex.org/P4310313141,5667,12303,journal
157,https://openalex.org/S56783896,1341-0725,Sangyo Eiseigaku Zasshi,https://openalex.org/P4310313174,5641,6840,journal
158,https://openalex.org/S151127207,0044-5991,Acta Histochemica Et Cytochemica,https://openalex.org/P4320800631,5630,20791,journal
159,https://openalex.org/S4210208663,0021-3764,Bulletin of the JSME,https://openalex.org/P4310313571,5622,31460,journal
160,https://openalex.org/S4210226572,2424-2764,"Chugoku Shikoku Shibu Sokai, koenkai koen ronbunshu",https://openalex.org/P4310313571,5603,5639,journal
161,https://openalex.org/S2911945001,0387-1193,The Journal of the Japanese Society of Clinical Cytology,https://openalex.org/P4310313526,5545,6107,journal
162,https://openalex.org/S4210176383,0387-5911,Kansenshōgaku zasshi,,5536,12900,journal
163,https://openalex.org/S4210185526,1340-5551,Denki Gakkaishi,,5500,6204,journal
164,https://openalex.org/S2912724708,0004-7120,Journal of the Atomic Energy Society of Japan,https://openalex.org/P4320800583,5478,7764,journal
165,https://openalex.org/S2764698868,0449-752X,The Japanese journal of nursing arts,https://openalex.org/P4310313568,5357,5447,journal
166,https://openalex.org/S4210168455,0915-4027,Seikei kakou,,5333,5823,journal
167,https://openalex.org/S113296063,0038-0768,Soil Science and Plant Nutrition,https://openalex.org/P4310320547,5304,78926,journal
168,https://openalex.org/S4210229103,2424-2845,M & M Zairyo Rikigaku Kanfarensu,https://openalex.org/P4310313571,5286,5324,journal
169,https://openalex.org/S4210240279,0285-0192,Nihon Ōyō Jiki Gakkaishi,,5279,14475,journal
170,https://openalex.org/S142280747,0435-1339,Gastroenterologia Japonica,https://openalex.org/P4310319900,5273,16989,journal
171,https://openalex.org/S4210180814,0016-7444,Chirigaku hyōron. Series A,,5266,8134,journal
172,https://openalex.org/S126796730,0386-2186,Kobunshi Ronbunshu,https://openalex.org/P4320800629,5208,12850,journal
173,https://openalex.org/S2947215884,0513-398X,Journal of Japan Oil Chemists Society,https://openalex.org/P4323237076,5192,8156,journal
174,https://openalex.org/S4210168923,0916-7897,Kaigan kōgaku rombunshū,,5182,6004,journal
175,https://openalex.org/S4210200310,0300-9149,Kokubyo Gakkai Zasshi,,5176,7405,journal
176,https://openalex.org/S66198783,0047-1801,Nippon Daicho Komonbyo Gakkai Zasshi,https://openalex.org/P4323288782,5153,6552,journal
177,https://openalex.org/S2755015249,0301-4894,Nihon Geka Gakkai zasshi,https://openalex.org/P4322765260,5145,7149,journal
178,https://openalex.org/S4210191366,1348-2920,Baioenjiniaringu koenkai koen ronbunshu,https://openalex.org/P4322614513,5101,5117,journal
179,https://openalex.org/S39610269,0029-0645,Nihon Kikan Shokudoka Gakkai Kaiho,https://openalex.org/P4323283805,5093,6118,journal
180,https://openalex.org/S4210196913,0010-180X,Shikizai Kyōkaishi,,5067,5917,journal
181,https://openalex.org/S4210225152,0366-9998,Dai Nippon Yōgyō Kyōkwai zasshi,https://openalex.org/P4310313141,5060,5099,journal
182,https://openalex.org/S120602568,0021-4868,Japanese Heart Journal,https://openalex.org/P4310313504,5047,30535,journal
183,https://openalex.org/S4210184246,2424-2780,Nihon Kikai Gakkai Kyushu Shibu koen ronbunshu,https://openalex.org/P4310313571,5036,5061,journal
184,https://openalex.org/S2755310670,0022-9776,Kekkaku(Tuberculosis),https://openalex.org/P4323253337,5027,6601,journal
185,https://openalex.org/S2947334459,0514-8499,Journal of the Society of Naval Architects of Japan,https://openalex.org/P4320800673,5002,11290,journal
186,https://openalex.org/S2754141309,0301-1542,The Japanese journal of thoracic diseases,https://openalex.org/P4320800665,4997,6659,journal
187,https://openalex.org/S41046285,0944-1174,Journal of Gastroenterology,https://openalex.org/P4310319900,4976,138257,journal
188,https://openalex.org/S4210206489,2424-2772,"Hokuriku Shin'etsu Shibu Sokai, koenkai koen ronbunshu",https://openalex.org/P4310313571,4961,4970,journal
189,https://openalex.org/S125166392,0915-5287,Journal of Physical Therapy Science,https://openalex.org/P4310321392,4951,40921,journal
190,https://openalex.org/S145126475,0031-9473,Japanese Journal of Phytopathology,https://openalex.org/P4320800724,4876,24155,journal
191,https://openalex.org/S2756475159,0021-4930,Japanese journal of bacteriology,,4876,6942,journal
192,https://openalex.org/S90721015,0021-5236,Japanese Journal of Psychology,https://openalex.org/P4320800560,4859,11152,journal
193,https://openalex.org/S67902008,0916-9636,Hypertension Research,https://openalex.org/P4310319900,4792,98805,journal
194,https://openalex.org/S4210209766,1340-2625,Materia,,4747,6530,journal
195,https://openalex.org/S168195842,0913-8668,Journal of Anesthesia,https://openalex.org/P4310319900,4745,34066,journal
196,https://openalex.org/S29101911,0559-8516,Shinku,https://openalex.org/P4320800726,4708,6511,journal
197,https://openalex.org/S4210240548,0375-9687,Progress of theoretical physics. Supplement,https://openalex.org/P4310311648,4685,48733,journal
198,https://openalex.org/S81704942,0013-7626,Engei Gakkai Zasshi,https://openalex.org/P4310313201,4654,28814,journal
199,https://openalex.org/S2755869340,0048-0428,Nihon Igaku Hōshasen Gakkai zasshi. Nippon acta radiologica,https://openalex.org/P4310313450,4594,5788,journal
200,https://openalex.org/S76254476,0285-4945,The Journal of Japan Society for Clinical Anesthesia,https://openalex.org/P4322617006,4591,4915,journal
201,https://openalex.org/S2755396512,0022-8362,Japanese journal of nursing,https://openalex.org/P4323283976,4541,4635,journal
202,https://openalex.org/S4210196692,0914-5400,Nippon Seramikkusu Kyōkai gakujutsu rombunshi,https://openalex.org/P4310313141,4535,38515,journal
203,https://openalex.org/S2764579564,0386-6831,The Journal of the Institute of Television Engineers of Japan,https://openalex.org/P4320800700,4486,4915,journal
204,https://openalex.org/S2765018180,1349-8266,Theory and practice of education,https://openalex.org/P4310319847,4462,4503,journal
205,https://openalex.org/S144402922,0021-5414,Japanese Sociological Review,,4439,4851,journal
206,https://openalex.org/S130797008,1343-8832,"Earth, Planets and Space",https://openalex.org/P4310319507,4416,71394,journal
207,https://openalex.org/S158567263,1342-937X,Gondwana Research,https://openalex.org/P4310320990,4391,151469,journal
208,https://openalex.org/S207433681,1349-2543,IEICE Electronics Express,https://openalex.org/P4320800604,4381,17970,journal
209,https://openalex.org/S130854260,1343-2826,The Kitakanto Medical Journal,https://openalex.org/P4310313150,4378,4559,journal
210,https://openalex.org/S4210182006,0916-4731,Kashika Jōhō Gakkaishi,,4376,4691,journal
211,https://openalex.org/S2764882951,0015-6426,Food Hygiene and Safety Science,,4362,15582,journal
212,https://openalex.org/S2754470563,0016-450X,GANN Japanese Journal of Cancer Research,,4355,17658,journal
213,https://openalex.org/S99714860,0288-4771,Quarterly Journal of The Japan Welding Society,https://openalex.org/P4320800601,4353,10129,journal
214,https://openalex.org/S4210189933,0911-4300,Nihon Rinshō Men'eki Gakkai kaishi,https://openalex.org/P4310313354,4311,6891,journal
215,https://openalex.org/S66787336,0385-8146,Auris Nasus Larynx,https://openalex.org/P4310320990,4311,44286,journal
216,https://openalex.org/S191387813,0918-8959,Endocrine Journal,https://openalex.org/P4310313267,4282,69392,journal
217,https://openalex.org/S72420026,0003-6862,Applied Entomology and Zoology,https://openalex.org/P4310319900,4281,52728,journal
218,https://openalex.org/S4210230598,0385-7883,Nihon Gekakei Gakkai Rengōkaishi,,4242,4771,journal
219,https://openalex.org/S40579697,0040-8735,Tohoku Mathematical Journal,https://openalex.org/P4310313307,4225,36380,journal
220,https://openalex.org/S2765041255,0913-6150,Fine chemicals,,4220,4241,journal
221,https://openalex.org/S2764522756,0452-3458,Respiration and circulation,,4166,4533,journal
222,https://openalex.org/S150866770,0027-0741,Monumenta Nipponica,https://openalex.org/P4310313528,4150,18032,journal
223,https://openalex.org/S4210191333,0029-0394,Nippon Shokuhin Kōgyō Gakkaishi,,4117,12355,journal
224,https://openalex.org/S82432819,0914-3505,Congenital Anomalies,https://openalex.org/P4310320595,4081,12410,journal
225,https://openalex.org/S146902014,0385-1559,Journal of Pesticide Science,,4074,21500,journal
226,https://openalex.org/S150433807,0301-4800,Journal of Nutritional Science and Vitaminology,https://openalex.org/P4323283980,4072,54240,journal
227,https://openalex.org/S4210199775,2424-2748,Tokai Shibu Sokai Koenkai koen ronbunshu,https://openalex.org/P4310313571,4055,4070,journal
228,https://openalex.org/S4210186141,0389-5386,Nihon Hotetsu Shika Gakkai zasshi,,4002,6404,journal
229,https://openalex.org/S2764693241,0385-0110,Journal of the Japanese Association of Periodontology,,3960,5190,journal
230,https://openalex.org/S4210219936,0388-5321,Hyōmen kagaku,,3928,5276,journal
231,https://openalex.org/S4210167913,0386-6157,Funtai Kōgakkaishi,,3921,7713,journal
232,https://openalex.org/S4210180018,1882-2606,Atomos,,3896,4027,journal
233,https://openalex.org/S47046129,0021-521X,Japanese Journal of Physiology,https://openalex.org/P4320800725,3892,50885,journal
234,https://openalex.org/S26060816,0914-9244,Journal of Photopolymer Science and Technology,https://openalex.org/P4323288777,3882,19586,journal
235,https://openalex.org/S4210180991,0441-2508,Hōseishi kenkyū,,3881,3914,journal
236,https://openalex.org/S2754163492,0385-2385,Japanese Journal of Nephrology,https://openalex.org/P4320800737,3859,5499,journal
237,https://openalex.org/S103234284,0012-1592,Development Growth & Differentiation,https://openalex.org/P4310320503,3829,64891,journal
238,https://openalex.org/S4210193983,0910-5050,Japanese journal of cancer research,https://openalex.org/P4310311648,3829,87739,journal
239,https://openalex.org/S147606451,0037-1017,Seikagaku,https://openalex.org/P4310321184,3819,4193,journal
240,https://openalex.org/S164417264,0038-0806,Soils and Foundations,https://openalex.org/P4310320990,3799,89786,journal
241,https://openalex.org/S66479284,0910-8327,Heart and Vessels,https://openalex.org/P4310319900,3761,39711,journal
242,https://openalex.org/S161845831,0370-9868,Journal of The Japanese Association for Petroleum Technology,,3745,5776,journal
243,https://openalex.org/S4210175715,0914-7314,Nippon Jōzō Kyōkaishi,,3726,5002,journal
